overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
2,,False,"11 3, 2015",A1432KCCCZL550,B012BPYS7M,{'Format:': ' Audio CD'},Metalhammer,"I remember the first time I heard Black, from the first album on the radio.  The radio scene at that time had become so stale and boring filled with sissy alt rock bands posing as rock bands that a song with some actual teeth to it stood out amongst the audio fecal matter that was late 90's radio rock. Since getting their first album I've followed this band and they've been one of my favorite bands to come out over the past 20 years. I even have most of their bonus tracks, b sides and soundtrack songs, except the rap influenced stuff which wasn't my thing.  But honestly I think they're running out of ideas.

I loved 2010's Cold Day Memory at first, but as time went on I found that love wore off and now the album is only ok.  Black out the Sun is one of the most forgettable albums I've ever heard, I seriously tried really hard with that one and now we have Kill The Flaw.  The songs just aren't there anymore.  It's not that the material on here is bad.  It's just not memorable.  There are no catchy choruses, no memorable guitar riffs just nothing that makes me want to keep comong back.  Honestly I love a lot of their non album tracks more than these songs, or the songs on the previous album.  The sound is toned down and softer, kind of like Cold Day Memory, and the songs are very basic.  The vocals still sound good, and he has an awesome voice.  The band still has talent.  It's just that their songs have become stale to me.

The album opens with Thank You, which is a pretty solid track.  My only real complaint is I feel the guitars in the verses should have been heavier.  I'd also have sped up the chorus, kind of takes away from the momentum of the song.  But still it's a nice track.  Death Dance is also ok, one I do enjoy but don't really remember much.  The title track and bonus track have their moments and Letters has started to grow on me a bit, but that's about it.  One song has a cool acoustic part, with nice guitar work and a nice drum beat but I feel the slow electric section, when the electric guitars kick in, ruin the pacing of that song.  That part should have been faster too.  Other than that nothing really stands out.  Like I said these songs aren't necessarily bad, in fact there isn't a bad song on here.  They just aren't memorable and don't make me want to come back.  I could listen to tracks 1 and 2 and then stop and be perfectly fine.

Still the album is getting mostly positive reviews, of course on here it's amazon so most albums do, but I still recommend listening to it before getting it.  It's not a terrible album, but these guys are better than this.  If you like the 2 previous albums then you'll probably like this, but I just can't get into this.",They can do better,1446508800,
2,4.0,False,"10 23, 2007",AMP7TQRWAIE84,B00153ZQ2S,,Adrian Cooper,"I swear, the beat is Irreplaceable Pt. 2, with the extra, ""Hey's"" thrown in there. We just can't be original anymore. It's like we'd rather bite someone else's style, and saying it's our own!!

The voice saves the song though. Nothing else. The lyrics are stale, ""I'll always have you."" Whatever, Jordin. Can we have a little depth, please?!!!!

The music industry is wrong in so many ways.

This is one of them!!

2.4 stars and nothing more for this ""music"". Melinda or Lakisha could've mopped the floor with her, if only America voted for talent, instead of a pretty face and an overrated beat-boxing wannabe!!!","Generic, Irreplaceable knock-off.",1193097600,
2,,True,"07 7, 2017",A1EK86R4P2XI5V,B0013KV0DM,{'Format:': ' MP3 Music'},Ms.M,What?? righteous brothers is my favorite oldies singers. what happened to this digital version  its not clear  sounds growling and like coming from under water recoding  plkease remaster the digital version sorry  bad piece of  digital  the song is my favorite and the singer but it was reproduced so badly.,under the sea version?,1499385600,
2,,True,"08 16, 2015",A2A6PPC5QQSD13,B00X5MVZ6I,{'Format:': ' MP3 Music'},michelle Nelson,ok,Two Stars,1439683200,
2,,False,"10 27, 2013",A3W4D8XOGLWUN5,B00EH49FRE,{'Format:': ' MP3 Music'},Michael Kerner,"When it has came down to what music has today, it has been more lackluster than anything that is really worth meaning in voice. For Katy Perry she has had a whole lot to prove in music. Following up to her massive success in Teenage Dream, she has tried to ignite into her voice, but her latest single Roar feels more like it is a whimper in song and voice alone, to match her mood. But the song is also a cheater for Katy as well. The song sound too similar to the melody of what Sara Barielles did earlier this year with Brave. I really found the song to not ignite in her feeling of the song. It sounded more like she lost herself in time, trying to hard to make a anthem as brilliant as her mentors, Queen. Maybe she shoule find more to roar about for her next single.

Song: D",Whimper,1382832000,
2,,True,"03 12, 2016",A12C0V1WFJG3HB,B0014JAM04,{'Format:': ' MP3 Music'},Alex S.,This song is good for anyone under the age of 17,Two Stars,1457740800,
2,,True,"12 14, 2016",A1IJBJLFFUTTZY,B00ERMICY8,{'Format:': ' MP3 Music'},Jennifer Schaeffer,Blah,Two Stars,1481673600,
2,,True,"05 31, 2016",A1EI8AZHZIGBXI,B007Y1ANKK,,David Courter,"not what I expected, just not my style",just not my style,1464652800,
2,,False,"07 20, 2010",AMP7TQRWAIE84,B002ZQGOMK,{'Format:': ' MP3 Music'},Adrian Cooper,"Katy Perry teams up with the singer?/producer Timbaland on this one and it is one boring affair. The lyrics are extremely simple and the song really goes nowhere. I wish someone would help spruce up Tim's songs to make them something because I still haven't heard A-N-Y-T-H-I-N-G from him worth putting on an iPod.

What's wrong, guy? You usually make magic in the studio (for others). Why can't you make a hit for your album?

Even with some of the good collaborations, his songs usually go nowhere.

2.5 stars or a 5/10.",Just not a very good song. 2.5 stars.,1279584000,
2,,True,"07 24, 2015",A2MDT6Q8ODN3EE,B0018DS15O,{'Format:': ' MP3 Music'},MIKE DOWNS,just OK,Two Stars,1437696000,
2,,True,"03 8, 2013",A2Q7IEWOOV66UT,B009VLX8FS,{'Format:': ' MP3 Music'},Ann W,"Not Taylor's best work; I only bought it because it was cheap, and I wish I hadn't.  Not a song on it I really like.",Really disappointed,1362700800,
2,,False,"04 13, 2008",A38QEATH3NODFM,B00158SHD8,{'Format:': ' Audio CD'},Wiseguy945,"I have been loyal to Trent Reznor and his NIN projects, but this is by far a big dissapointment.  Thank goodness it was reasonably priced. I just don't find this groundbreaking at all. More canned music.  If your strapped for cash, skip this album.  Get a good one like the downward spital, or broken","wow, dissapointing, no ground breaking event",1208044800,
2,3.0,True,"08 22, 2015",A1P37GEBWPX8N0,B00VF3YXUY,{'Format:': ' Audio CD'},Macforlife,"I bought this album-- because I've always been a James Taylor fan. Quite frankly, I think he's a little ""Burned out,"" creativity wise. I listened to the first four tracks or so, took it off the CD player, and haven't  been impressed enough for a second playing-to this point.","""I've Seen Fire and I've seen Rain--and Now I'm  Burned Out!""",1440201600,
2,3.0,True,"04 4, 2015",AKK5VZYUN32O3,B00AN93Q0O,{'Format:': ' MP3 Music'},VT Kidd,"I realize I am a dissenting voice, but I just didn't like this CD as a whole.  Now, please understand I do not like rap very much at all, so that is a tremendous reason this didn't work for me.  I think the lyrics are interesting and there are definitely a couple of songs that I liked, but the music was just too electronic and the rapping just too annoying.",Not feeling this at all,1428105600,
2,,True,"01 7, 2017",A1IQTY6MQP0WR1,B005IKZ21Y,{'Format:': ' MP3 Music'},em,song,Two Stars,1483747200,
2,,False,"08 6, 2010",A3W4D8XOGLWUN5,B003RNUI7W,{'Format:': ' MP3 Music'},Michael Kerner,"When it has came down to Eminem, he definitely has shown a strike of better craft on his own with his last single from Recovery, Not Afraid. Unfortunately, when there is always a great song coming alive, there can always be a poor song as well. That is honestly the case with Love The Way You Lie with Rihanna, the second single from his Recovery record. I really didn't honestly feel any of the chemistry that the two of them brought down on the song. Eminem delivered as if he was stealing the show well on the track, while Rihanna doesn't feel like she is delivering at a strong strike. It honestly felt much weaker than her last collaboration with Jay-Z and Kanye West on Run This Town last year. Hopefully, the next time Eminem does a collaboration, he can pick someone he has a lot more in common to deliver with.

Song: D",Lie Of Love,1281052800,
2,,True,"12 6, 2015",AHSF06670DDN8,B000V6AC9W,{'Format:': ' MP3 Music'},Stefan Hayes,Moderately good to the ears.  Lyrics are too cryptic to be appreciated.,Boring,1449360000,
2,4.0,False,"09 4, 2010",A92F571Y9MTW6,B003ACDRFU,{'Format:': ' Audio CD'},Perverted Alchemist,"After his 2006 album ""Release Therapy"", Ludacris seemed to get a lot of criticism for a deeply personal album that wasn't really that bad. He bounced back with his best effort to date- 2008's ""Theater Of The Mind"" and things seemed to be going well- at least that's how Ludacris tells it. He talked about a concept album called ""Battle Of The Sexes""- a duet album between himself and Shawnna (best known for appearing on his song ""What's Your Fantasy"" and her hit ""Gettin' Some""). Unfortunately, Shawnna abandoned the project midway through completion, and rather than shelve the album, Ludacris soldiered on with the project. The end result is Shawnna appearing only on three songs- ""I Do It All Night"", ""B.O.T.S. Radio"" and the phone sex inspired ""Feelin' So Sexy"".

There are other guests who fill the absence left by Shawnna. Nicki Minaj steps in for the song ""My Chick Bad"", Ne-Yo appears on the Swizz Beatz produced ""Tell Me A Secret"", and Trey Songz makes a cameo on the rather dull ""Sex Room"". The songs ""Everybody Drunk"" and ""Party No Mo'"" are horribly out of place on this album. In fact, the only song that actually is in line with the concept of the album is ""B.O.T.S. Radio"". Things come to a close with the final track, The Neptunes produced ""Sexting"" which makes light of the Tiger Woods scandal. The problem with this album- aside from the production- is the album overall is misleading regarding the concept of ""Battle Of The Sexes"". The album title should have been ""Pandering To The Sexes"" being that is what's done on the entire album. If you're a Ludacris fan, you may want to sit this one out.","""Battle Of The Sexes"" is hands down the worst Ludacris album",1283558400,
2,6.0,True,"12 2, 2012",A18PQ6K1NX2DKD,B004H82676,{'Format:': ' MP3 Music'},BlueBirdie,I chose this for relaxation into sleep. So for that it's fine. But if you stay awake long enough some where through it are these annoying sounds. Guess it's supposed to be whales???? sounded more like squeaky hinges. So for that I couldn't give it any higher ratings.,2 sides to the coin,1354406400,
2,,True,"11 18, 2014",A3HE2PB8G19K17,B00C8CBBX8,,"John J. Agnew, Jr.","This is of value to me, since it was Remixed to extend, but whoever mixed it distorted in spots, maybe from bass guitar or bass drum, you hear ""popping"" throughout. Sad.",Distorted,1416268800,
2,,True,"01 24, 2016",ALK1GYUMKTS8P,B00O46VLGI,{'Format:': ' MP3 Music'},Lonnie M. Zsigray,Sounds like rap and I don't care a bit for it,Two Stars,1453593600,
2,,True,"02 16, 2016",A1NR2V6WXRLUT9,B0189YMMF4,{'Format:': ' MP3 Music'},Robert,To Bad I cant get my money back or at least credit,Two Stars,1455580800,
2,10.0,False,"11 16, 2010",A22N03OBDDVSEB,B004B2VTJE,{'Format:': ' Audio CD'},ScottE,"Jay, Joe Don and Gary it's time for a break. (7th studio album since 2000).  These songs are starting to sound the same from album to album.  Just my opinion, but Rascal Flatts need to change their musicial approach next time out if they want me to keep following their career. After 37 hits Rascal Flatts must be going for 50, so they can put out the big 50 CD, but you gotta release better stuff than this.  Sending this back to the used record store already.",Time for a break.,1289865600,
2,3.0,False,"09 29, 2010",A2SSKER1T8047B,B00330UFQS,{'Format:': ' Audio CD'},Riaan,"I am thoroughly disappointed with this album. Lady Antebellum seem energetic on TV but half the songs featured here are sooooo boring; they lack real energy and fervor and are too soppy for my liking. The best song on here is the gorgeous and uptempo ""Run to You"", which ironically is a bonus track! What a disappointment!",Will put you to sleep,1285718400,
2,,False,"07 29, 2010",ANR76RUNH46O3,B003P976BE,{'Format:': ' Audio CD'},arturo olivo,"I been a fan of Korn since Issues came out in 1999 its the first CD of Korn I purchased. Korn III: Remember Who You Are is really a disappointed in an album from Korn, it reminds me alot of their 2003 album ""Take A Look In The Mirror"" which featured the original lineup before Brian ""Head"" Welch and David Salvia left the band. I will give Munky, Fieldy, Jonathan Davis, and Ray Luzier create for trying make the sound of the earlier albums along with Ross Robinson returning to produce the album after being gone since the bands Life is Peachy album which is the last album he produced with the band. It is no way a return to the earlier sound of Korn though in a few tracks you can hear a few nods to Korn's earlier albums. I think alot of songs could use more work in them as I came away kinds not impressed with the album. I am not a huge fan of Korn by the way kinda of a follower of Korn but not a die hard fan. Issues got me into them and I avoided their recent albums Untitled and See You On The Other Side after Brian left the band. I really think the band should continue if that what makes them happy though most will say that the band is done with. They really could build on the sound of Korn for the next album if they chose to. Not a bad album by any means just not what die hard fans would want in a Korn album. If you want the older sound then listen to Issues, Life is Peachy, Korn, etc. Or listen to Heads album Save Me From Myself if you want the missing sound of Korn. Also Jonathan's whinny sound needs to stop, i know its what fans love but its way overdone and Korn should probably go in a different direction. It was great 15 years and I understand is but fans love about Korn but I really don't need it now when the guys are in their 40's with families and really successful in life.",Under produced,1280361600,
2,,False,"12 10, 2012",A11RBRTGTFP8UR,B009KUAOH0,{'Format:': ' MP3 Music'},chrisisbackyo,Adele has a very strong voice. She's an incredible talent but this song doesn't have a distinctive sound and it sounds Like every other Adele song,average song,1355097600,
2,,True,"12 27, 2012",A14XNOLCTQNRRA,B0012EEL58,{'Format:': ' MP3 Music'},DJ,Where have all the flowers gone? Hmm I would say they wilted and died from this boring song. Why I purchased this one will always amaze me? I guess it was just a blue day and this song certainly did not lift my spirits.,ZZZZZzzzzzzz.....,1356566400,
2,,True,"01 31, 2013",A1IWCIP8CN0F7S,B009MTDFWA,{'Format:': ' MP3 Music'},Chad Gilbert,"This is too busy, not true Country and disappointing.  Just another wanna be artist trying to meet Nashiville's misguided expectations.",Another miss,1359590400,
2,,True,"01 1, 2015",A2DARHKCF0ZT4O,B00137O5ZK,{'Format:': ' MP3 Music'},F,Lame,Two Stars,1420070400,
2,,False,"09 26, 2002",A23KAWGZ4RE1RI,B000W11N6W,,J. Johnson,"After the multiplatinum success of ""Acoustic Soul"", India. Arie comes back (mighty fast, I must add) with her followup ""Voyage To India"". The concocted mask the lady wears wears a bit thin on ""Voyage"" as this album is severely so-so.
First off the production is weaker than on ""Acoustic"" and the lyrics are EXTREMELY clique (written in a pseduo-boho/ I-love-my-self stance).The songs don't do much for the listener either.
Tired duds like ""Little Things"" and the predictably titled ""God Is Love"" are predictable and shallow attempts to pass for ""deep"" when they come off like Hallmark card messages.
Bland ""folk""-flavored contemporary R&B follow and lead ""Voyage"" on it's meandering direction. It wouldn't too bad, I suppose, if the songs didn't come off so pre-programmed for an audience. ""Good Man"" is a 'free-spirited' urban radio morsel with second-rate Inyala Vanzant-esque writing. As with a majority of this record.
Fortunately, ""Voyage"" doesn't completely make you fall asleep with dribble. ""The Truth"" wins with some simple-yet-airy guitar parts and a slick but sincere beat but it's second-rate lyrics just make our girl stumble. ""Headed In The Right Direction"" is a wee-bit corny but has a slight Latin-influenced folk flavor and it stands out because Arie actually goes for something different instead of tired ""love yourself"" retreads.

Look, ""Voyage To India"" makes India to be more of a ""Black-girl"" version of bland, ""folk"" pop songbird Jewel than Miss Chapman or Lauryn Hill. And it's need to be said that just because a Black woman's not talking about being ""bootylicious"" or partying or ""her man"" and plays an instrument that doesn't make her deep. India's image is way too formatted and manufactured. Her songs on ""Voyage"" aren't  as introspective or enlighting as she may have intended them to be but rather boring and painfully cliqued most of the time. Not ""deep"".
India. Arie is very talented and deserves to write herself some better songs and challenge both herself and her 'audience'. She COULD be on the same level as a Tracy or a Lauryn but the  bland R&B that dominates this album doesn't do much for both the listener or her.",VOYAGE TO MEDIOCRITY,1032998400,
2,,False,"04 10, 2014",A3W4D8XOGLWUN5,B00GHJ6Q74,{'Format:': ' MP3 Music'},Michael Kerner,"When it has came down to the hoopla around what Lady Gaga had came out with her Artpop album, it has been more trash and lukewarm than striking the heart of the music she has had within from her past works Born This Way, and her first album. Sadly, the quote of the name of the fame has drifted in the wind like her voice. Her music just hasn't worked for her like Applause and Do What U Want with R. Kelly. She just doesn't have that strike in the voice anymore in her songs. Her latest song G.U.Y., the third single from Artpop is trying to be more of a Madonna and Michael Jackson-esque sound, but sadly it doesn't have the interest at heart. Instead the song feels wasted and not worth the time. Maybe Lady Gaga should find herself a better G.U.Y. to be with her music than throw her voice away with.

Song: D",Guy Or Girl,1397088000,
2,,True,"12 16, 2012",A2UY1O1FBGKIE6,B00126SG6G,,U. Kane,good concept however the song turned out rather boring and my kids do not enjoy listening to it at all.,good concept...,1355616000,
2,,True,"03 18, 2014",A3ITD2FDGPB5CR,B002X07TMC,{'Format:': ' MP3 Music'},LISA,DID NOT LIKE THIS SONG IT WAS EASY TO DOWNLOAD WITH NO PROBLEMS AT ALL  DONT KNOW ABOUT THE ALBUM,SONG,1395100800,
2,,True,"10 6, 2017",A2M7Q1AVDS08CG,B000W177O4,{'Format:': ' MP3 Music'},Shane,just a relaxing song about a man away from his women for work,Two Stars,1507248000,
2,,True,"08 17, 2013",A16P4I5IWMMLUE,B00AHXDGBA,{'Format:': ' MP3 Music'},V. P.,"I love this song so much that I  purchased it without realizing the (Explicit) warning. Why in the world would anyone ruin such a pretty song with one dumb statement said before the song even starts. What is this world coming to? Now I have to go back and buy the (clean version). I guess I shouldn't say I have to buy it again, but, I love Mr. Mars and think he's very talented and fresh so....",I bought the wrong version,1376697600,
2,,False,"02 14, 2008",A3OO4WIO4SKD55,B0013EM6T0,,I&#039;m hungry. feed me,"I'll admit I am Beyonce fan and somewhat of a Justin fan but this remix, yes REMIX is terrible. Now, While Beyonce's Vocals are great and on point, Justin's remain the same as his original which for me, throws me off since they called it a ""Duet"". My opinion : if it was really a duet, Justin's vocals would be new, also. So, it's more of a remix than a duet. I Think if Justin had new vocals for the song, it would be more enjoyable.

This would have been a lot better, in my opinion had it contained new vocals from JT",Beyonce's vocals are great but....,1202947200,
2,,True,"02 8, 2013",A3ON1P7G5XE17X,B002HP8EKE,{'Format:': ' MP3 Music'},W. G,Can't figure this one out.  I got it with something else but I never listen to it.  I wouldn't recommend it.,Liam,1360281600,
2,2.0,False,"08 6, 2009",A3W4D8XOGLWUN5,B002PYCAKM,{'Format:': ' MP3 Music'},Michael Kerner,"When it has came down to the past 25 years, Madonna has simply been the most influential dance diva of all-time. Her success has been absolutely out of the ordinary. But, unfortunately her music hasn't really hit the home run in her recent records, and with more of her life the past few years on her marriage to Guy Richie ending, and her adopting African babies, she hasn't been able to really deliver to the big hits. That simple is also the case with Celebration, the new single from Madonna's upcoming anthology from her success with the Warner Brothers era. The song sadly doesn't really deliver the same spark Madonna had delivered throughout her past 26 years. The song sadly is not Madonna at her best. It feels like she doesn't hit that nail on the head, as we've heard from her last few records. While she has been known as the material girl, her material needs to be more fine-tuned when she does deliver her next studio album.

Song: D+",Celebrated?,1249516800,
2,,True,"02 9, 2016",A1374RLDD5VINW,B00JLJ185C,{'Format:': ' MP3 Music'},dm2,best for teen appeal,not for me,1454976000,
2,,False,"05 7, 2013",AUDSM2CTLLW1Q,B008U8I380,{'Format:': ' MP3 Music'},Irish,"Icona Pop's ""I Love It"" is a textbook example of lazy song-making.  It uses a catchy hook and the same few lyrics and just repeats them over and over and over again.  Sure, the beat is entertaining and energetic, but it gets old very quickly.  There is no attempt at any type of creativity here.  It's just a mass-produced money grab.

  Some people will say ""It's a dance song, what did you expect?  Lighten up"".  Well, as has been proven by Krewella with ""Alive"", Demi Lovato with ""Heart Attack"" and Foxes with ""Clarity"", you can have catchy energetic dance beats, as well as varied lyrics and musical elements that make the song more worthy of repeated listenings.  ""I Love It"" just doesn't have that.",Meh...,1367884800,
2,,False,"01 18, 2009",A3W4D8XOGLWUN5,B001L2DFUI,{'Format:': ' MP3 Music'},Michael Kerner,"When it has came down to this past year for Britney Spears, she struggled from the depths of near fatal death after being placed in a hospital, after a standoff in regards to custody of her kids, to claiming she is back on top with Womanizer. Sadly, though she hasn't really shown that she has the feeling that she has got it again. Circus, the title track from her latest album, doesn't feel like it is the top of her game. I really wasn't impressed with the song. It just wasn't really convincing that she had delivered on a knockout, and that feeling still lingers on after her documentary MTV's For The Record, where she looked and acted like she didn't want to be a singer anymore, because of the casualties. What I think Britney needs to do is take more time to find herself, then get back out there and show she could do it again.

Song: D 1/2-","Big Top, Big Flop",1232236800,
2,8.0,False,"11 29, 2014",A3W4D8XOGLWUN5,B00PHV7D7U,{'Format:': ' MP3 Music'},Michael Kerner,"When it has came down to Beyonce' Knowles, she has been more of a product than a real singer. Sadly, the quality of her being a singer has died, and the heart of her trying to hard to follow in her husbands' shadow, has really ruined her quality in her songs. When she came out with a surprise album last year, that may have been appealing to her fans, but honestly the heart of her songs has really been much poorer at heart. Her latest single, 7/11 from the Platinum edition of her Beyonce' is actually a very poorly-driven song. She really has lost her street-credit as a female rapper. The song doesn't ignite with people the way Taylor Swift's Shake It Off did this year. I think it sincerely is time for Beyonce' Knowles to retire. Because if she keeps making bad songs, people will stop listening to her. That isn't just the roll of the dice at the craps table.

Song: D-",Unlucky,1417219200,
2,,False,"08 11, 2015",A3W4D8XOGLWUN5,B00VUCOTWM,{'Format:': ' MP3 Music'},Michael Kerner,"It is honestly, and sincerely so sad that whenever someone young and talented, has really run out of ideas, with making better for her own music, and better to her own voice. Unfortunately, Ciara has been one of those singers whom has definitely lost her own edge for quite awhile, and sadly, her own career has faded in the wind. With the end of her own relationship with her ex-fiancee Future, and her music falling, she has tried it again with her song I Bet, and honestly the song has lost her own edge in voice and song. Her second single from her Jackie album, Dance Like We're Making Love, does not even try to deliver. I found the song to not even ignite the way other seductive songs have shown in R&B for so many years, like Spanish Guitar from Toni Braxton. If Ciara really wants better, she has not gotten it. I think with all her lagging sales and work, it is time for Ciara to sincerely retire, and start having a new life with her young one.

Song: D+",Danced Out,1439251200,
2,2.0,False,"04 25, 2016",A3W4D8XOGLWUN5,B01EQH34QE,{'Format:': ' MP3 Music'},Michael Kerner,"It is absolutely so sad that Beyonce' Knowles has taken a whole lot of chances by bringing yet another surprise record, and the lack of her voice has been nothing more short of a songstress whom has been more of a stunt, than just letting her voice speak for itself. It is sad, because she has not been making really good songs, but borrowing the same stunts and overexposure hat artists like Michael Jackson and the recently deceased Prince have had for years. But they have really had some excellent songs that have stood the test of time. Unfortunately, Beyonce has not been able to do that. When I first heard her song Formation a few months ago, I honestly would have to say that I really was dearly unimpressed with where her music was going. It fell flat like the soul passing on. I really found this song to be her worst dance anthem since Partition. She really put out all they hype for # Lemonade, for nothing but a sour lemon. This should go into the same place Rihanna's Work has been, tired and worn out.

Song: D 1/2-",Formation Bomb,1461542400,
2,3.0,True,"05 12, 2015",AJNQTSR3IMW8Z,B00U21G2H2,{'Format:': ' Audio CD'},Eric Eastman,Snoop and Pharrael give a decent melodic mix however snoop needs to hang it up I didn't really enjoy this funk based album,Snoop's Bush,1431388800,
2,,True,"07 9, 2015",A2UZ0RL8HXKBI8,B00AF6PILU,,gail miller,Wasn't the artist singing the song.,Two Stars,1436400000,
2,,False,"05 9, 2014",A1GN8UJIZLCA59,B00136LVM6,{'Format:': ' MP3 Music'},P Magnum,"""Oh Sherrie"" was Journey lead singer Steve Perry's first solo release.  No one can deny the strength of Mr. Perry's voice, but he is too bombastic on this track.  He goes for the sledgehammer right over your head, when a little more subtleness would have better for a love song written for his girlfriend at the time.  The guitar work sounds a little too much like a knock off of Neal Schoen.  The song was a massive hit in early 1984, peaking at number 3.  It would be his only solo song to crack the top ten.",Hold On,1399593600,
2,,True,"11 23, 2014",A1P6AUNOM673KW,B00702O03E,{'Format:': ' MP3 Music'},Zom,Not a favorite,Two Stars,1416700800,
2,,False,"10 23, 2012",AK0QSP1CGBERC,B004X0XR94,{'Format:': ' Audio CD'},jjw328,This album would've been so much better with live instrumentation. I hope his next one will be 100% great like he is on the road with his band....,Too Mainstream and Too Safe....,1350950400,
2,,True,"04 19, 2015",A1R3TNQ55PWRJ2,B00TJ67YUK,{'Format:': ' MP3 Music'},GH,Too much rap,disappointed,1429401600,
2,,True,"12 17, 2013",A21CNVRNNSWB95,B00NP2P7D0,{'Format:': ' MP3 Music'},A. Williams,I ordered this song by mistake on my phone i was looking for another song so sorry i was looking for something else,im your man,1387238400,
2,,True,"02 26, 2017",A26SFT1QNKMLSL,B000ZDONPU,{'Format:': ' MP3 Music'},Richard,Not my style but that's okay.  M-I-L loves Anne Murray.,Bought for the mother-in-law's playlist.  She LOVES it.,1488067200,
2,,True,"04 2, 2014",A30T8L0XY72D39,B00136NUG6,,george bady,"I selected  this rating because I wanted to be fair. The music is off don't sound like the original beat. These are good song but the beat to these songs are off.
No; I would not recommend this to my friend.",The music is off don't sound like the original beat.,1396396800,
2,,False,"01 7, 2010",A2TAPL67U2A5HM,B001NCO758,,Bjorn Viberg,"Live to Win being Stanley's 2nd solo album and 2006 release has here created an ok hard rock album with good vocals and quite well-written lyrics. The first track ""Live to Win"" is a good track. Unfortunately the rest sounds like standard light hard rock music and gets a bit tedious after a while. Allmusic gave the album 2.5/5. All the lyrics are included in the booklet and for each track we get a list of whom plays what. 2/5.",Live to Win,1262822400,
2,,True,"01 13, 2017",A1J7407TZ8GYDU,B00SKQ0JB6,{'Format:': ' MP3 Music'},Bran di    POsey,It's a cool song for the summer,Two Stars,1484265600,
2,,True,"01 24, 2016",ALK1GYUMKTS8P,B00N468WA2,{'Format:': ' MP3 Music'},Lonnie M. Zsigray,"A gift for my daughter and I don't like this modern ""country"".",Two Stars,1453593600,
2,,True,"04 14, 2015",AL4D87ZLRYTWV,B00C6MPTT2,{'Format:': ' MP3 Music'},Donald K. Lantz,"So corny that it is decent. Not my favorite, but sometimes on the road, it keeps me going.","Not my favorite, but sometimes on the road",1428969600,
2,,True,"01 19, 2017",A3AK401WM184RU,B005OQBREI,{'Format:': ' MP3 Music'},A. Morin,Bought for a friend but I didn't care for it. He loved it.,Great gift for musical friend,1484784000,
2,,True,"09 6, 2012",A344BMJP6A5KL1,B000RGE6O8,{'Format:': ' MP3 Music'},Ms. Hoh,"I was looking for the actual version of this song that was used in the movie, HOP.  I have nothing against this version...it's just not that version.  If it was, the rating would be higher.",I Want Candy...,1346889600,
2,6.0,True,"08 21, 2015",A3MH75XEELHGY0,B00WO1YR7K,{'Format:': ' MP3 Music'},Wasisnt,Its way too mellow and the guitars are pretty much non existent so its pretty boring,Big dissappointment,1440115200,
2,,True,"07 7, 2012",AOVE04Z903K7,B0012328SQ,{'Format:': ' MP3 Music'},Paul,"At the End when he sings well be scheduled to appear 1000 miles away from here, the song stops.
But other than that it's ok, Amazon Gave me my money back.",Doesn't Play to the Very End,1341619200,
2,4.0,False,"07 22, 2011",AWWN9XK9AHTG5,B0070LQJ7U,{'Format:': ' Audio CD'},Ignaciocuev,"Steve Howe's acoustic song is beautiful but out of context, in my opinion.

I am a big Yes fan  but....

I agree 100% with FatElvis, who says that 'most of the performances are uninspired and lacking conviction'.  Indeed there are great moments here and there, some great passages and riffs but not much critical mass. Just a few good songs, i must sadly admit.

I also agree that the solos of a keyboard wizard are missing. Isn't Yes about 'Kick ass' burning keyboard solos?

Howe plays beautifully, but the songs are indeed kind of hollow and too simple for my taste after knowing what Yes can do musically.... You will freakin see what i am talking about.  It sounds a bit like Drama, but is nowhere near that great album.

This record lacks Deepness as a unit, the Yes deepness which has been lost for quite a while.",Not much critical mass,1311292800,
2,,False,"08 30, 2016",A24NMMWZ8ZTGCM,B00YHTO1HS,{'Format:': ' MP3 Music'},M. Matthew,"This album was recommended to me because I'm a fan of Zella Day and Meg Myers. I like their darker tones, the honesty in their lyrical content and just the overall depth of the music, and I was hoping and expecting much of the same from this. Musically, I have no complaints. It has a very good dark pop tone to it, great grooves, easy to get into. Vocally, again, sounds good, she has that dark tonal quality. My issue with the album is the lyrical content, it just seems hollow. The lyrics just seem very generic and not very personal at all. Many of the songs, including New Americana, and Strange Love, just have really generic and overdone meanings. Forget everyone, I'm better than them, I'm going to do what I want. Well high five, good for you.
Zella Day and Meg Myers actually feel like they are writing their music from experience. It's less about conveying a idea, and more about expressing their emotions through their past, and how they've learned to move on. They are songs people can listen to, and relate to, and apply to their own situations to hopefully find some healing in whatever difficulty they face. Halsey on the other hand neglects these things. While still ""dark pop"", the majority of songs are more about being the person you want to be and giving the finger to anyone who disagrees. This would be a fine sentiment, however, it has been so overused, and the message so abused that it is really just rendered repetitive and unoriginal.",This album was recommended to me because I'm a fan of Zella Day ...,1472515200,
2,,False,"02 17, 2015",A2SXIEEVMI09AK,B00PL486V0,{'Format:': ' MP3 Music'},Steve Austin,"This young lady appears to specialize in old-style rock sung loudly, and will apparently be hoarse most of her professional life - if she sticks with this style of music. The drummer and guitar guy are ever-present and almost vie for top billing with the singer. However, my exposure to her is limited and others will surely have a more reliable view of her music.",At least she's in the business!,1424131200,
